1368.929293,34.62539544,,1673.635778,69.75701199,,19802.29499,16497.66971,,2847.89538,62.52391718,,3784.156665,358.4345049,,3030.838519,308.2947108
1342.397938,36.24731532,,1641.939599,63.85629695,,21587.16478,14590.99348,,2782.044638,84.10076633,,3700.974085,323.6747242,,2981.84428,253.1045518
1339.142518,38.71664463,,1638.444454,58.0421212,,26186.51553,13899.63213,,2779.759193,80.5926377,,3731.946241,277.0738545,,2991.59132,203.5556513
1341.90896,42.3584523,,1642.568172,55.97253257,,30096.70156,12014.02668,,2792.644985,81.81841569,,3764.939504,251.8089033,,3003.714268,164.9032065
1346.745708,46.2124802,,1647.5755,55.29948774,,32737.47348,9509.841412,,2801.57249,81.25159722,,3800.524607,223.644957,,3020.843416,137.981346
1352.577772,51.87858026,,1654.30908,57.83516054,,33833.69291,7418.795323,,2808.866099,82.3216791,,3824.466821,217.970229,,3027.14555,123.2191848
1361.388865,59.30819005,,1660.445983,61.86408051,,35073.74285,5618.119706,,2820.108816,92.89215154,,3849.354342,219.2511744,,3037.043552,115.1800631
1359.322799,115.6562424,,1655.590012,124.0329855,,35662.08111,5554.325097,,2804.515101,202.6107678,,3836.439759,356.0551034,,3021.798841,213.1801437
1373.971581,119.4539859,,1669.809381,119.9113811,,36070.72377,4132.792618,,2826.773619,192.8958243,,3876.118055,353.2533796,,3051.010762,201.3531519
1388.965736,127.5288184,,1688.229858,122.7687832,,36220.98118,3424.833723,,2842.194795,202.6315902,,3933.865699,362.9532653,,3069.112934,188.9656194
1400.661804,140.1787176,,1699.230513,129.3744884,,36432.24991,2234.579194,,2859.966985,201.5242225,,3981.575824,381.5858865,,3082.393337,186.0952098
1421.32568,168.2741868,,1716.761293,150.4258293,,36556.53787,1772.757904,,2894.715975,241.4903655,,4026.829916,438.5221281,,3106.631366,213.1175622
1442.508548,203.9211171,,1736.812353,179.4340342,,36614.8853,1609.773691,,2925.85461,287.3938866,,4088.77576,513.8072412,,3137.136752,249.9242731
1467.790893,253.0501581,,1759.747063,217.4194466,,36790.06535,1342.444801,,2960.890772,346.6585067,,4175.9662,612.4879675,,3164.589664,301.6368645
1498.217274,314.0887626,,1785.830093,266.39846,,36911.97517,1171.394052,,3004.401207,425.6696141,,4270.66507,738.2469423,,3198.544431,370.3757817
1535.559552,392.6551054,,1816.717982,329.9348151,,37036.54308,1065.09134,,3061.37003,524.8761164,,4382.866469,893.3785541,,3243.541735,458.7619177
1579.10845,494.8148605,,1852.659531,412.3209222,,37127.85248,993.3905457,,3129.789208,650.4282559,,4510.324584,1084.97439,,3300.176434,573.1000165
1632.592964,628.8012926,,1897.041021,520.7763234,,37307.81312,983.9494303,,3213.719011,811.0685872,,4683.597191,1324.285194,,3372.419173,720.1907208
1697.370117,804.3745008,,1948.608722,663.5789047,,37445.09545,1019.990571,,,,,4885.117317,1624.09404,,3457.054953,908.8197371
1779.262224,1034.993408,,2010.890646,853.0118226,,37583.78409,1103.194477,,,,,5137.142455,1990.203452,,3559.349234,1151.666784
,,,2088.936864,1105.591495,,37734.95882,1231.658974,,,,,5450.011145,2442.980505,,3686.702255,1467.834504
,,,2190.820732,1440.295886,,37914.47194,1409.365779,,,,,5835.557892,2997.724132,,3847.38591,1879.397313
,,,2326.614657,1882.174962,,38105.21888,1644.101452,,,,,6313.551276,3668.367637,,4054.184109,2415.470984
,,,2511.469987,2461.736143,,38347.12536,1935.021517,,,,,6916.848361,4481.458297,,4330.287986,3116.311801
,,,,,,38658.77738,2311.238223,,,,,7676.640845,5450.902914,,4691.764252,4014.288073
,,,,,,39056.41226,2784.325009,,,,,8615.738669,6607.725795,,5168.81223,5159.556527
,,,,,,39483.42505,3385.094012,,,,,9766.104177,7971.421726,,5821.43738,6624.009733
,,,,,,39898.44583,4152.015433,,,,,,,,6698.937041,8471.051948
,,,,,,40456.96129,5136.019399,,,,,,,,7876.620389,10783.56482
,,,,,,41166.00082,6392.943582,,,,,,,,9453.698765,13677.8262
,,,,,,41995.33459,7987.572737,,,,,,,,11537.27802,17210.36118
,,,,,,43077.53499,9975.267058,,,,,,,,14258.19303,21494.68039
,,,,,,44445.9735,12475.74355,,,,,,,,,
,,,,,,46176.86293,15578.8802,,,,,,,,,
,,,,,,48507.15213,19496.2261,,,,,,,,,
,,,,,,51386.92566,24304.03776,,,,,,,,,
,,,,,,55066.71801,30211.06371,,,,,,,,,
,,,,,,59623.69829,37475.56964,,,,,,,,,
,,,,,,65622.66558,46254.48313,,,,,,,,,
,,,,,,73168.21669,56816.4389,,,,,,,,,
,,,,,,83098.78809,69378.98635,,,,,,,,,
